Academic_Year,School_ID,District,Area_Type,Gender,Caste_Category,Standard,Family_Income_Level,Attendance_Rate,Distance_To_School_km,Academic_Performance,Student_Interest_Level,Transport_Available,Parental_Education,Midday_Meal,Internet_Access,Working_Student,Disability_Status,Family_Size,Mother_Education,Scholarship_Status,Secondary_Level,Far_Distance,Low_Attendance,Risk_Score,Risk_Category,Alert_Flag,Dropout_Reason,Recommended_Action,Priority_Level
2022,SCH_147,Bharuch,Rural,Male,OBC,4,Low,61.2,11.79,Low,Medium,No,Graduate,Yes,No,No,No,7,Illiterate,No,0,1,1,42,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2019,SCH_062,Kutch,Rural,Female,SC,6,Low,98.9,9.01,High,Medium,Yes,Illiterate,Yes,Yes,No,No,2,Illiterate,Yes,0,1,0,20,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_171,Navsari,Urban,Male,SC,4,Medium,57.4,1.04,Low,High,No,Primary,Yes,No,No,No,3,Primary,Yes,0,0,1,34,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2021,SCH_104,Bharuch,Tribal,Male,OBC,1,Very Low,61.8,6.0,Medium,High,Yes,Illiterate,No,No,No,No,6,Illiterate,Yes,0,1,1,28,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_052,Ahmedabad,Urban,Male,SC,3,High,81.9,20.07,Low,Low,Yes,Graduate,Yes,No,No,No,7,Illiterate,No,0,1,0,30,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_159,Anand,Rural,Male,OBC,2,Low,82.7,20.37,Low,High,No,Illiterate,Yes,Yes,No,No,4,Secondary,No,0,1,0,22,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_042,Vadodara,Urban,Female,OBC,8,Medium,78.0,24.89,Medium,Low,No,Graduate,Yes,No,No,No,3,Secondary,No,0,1,0,27,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_117,Junagadh,Urban,Female,ST,12,Low,87.3,23.89,Medium,High,No,Primary,Yes,Yes,No,No,8,Secondary,No,1,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_093,Surat,Tribal,Male,ST,4,Very Low,76.7,26.19,Low,Low,Yes,Primary,Yes,Yes,No,No,5,Illiterate,No,0,1,0,40,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_027,Bhavnagar,Urban,Male,OBC,10,Low,55.0,0.58,High,High,No,Primary,Yes,No,No,No,4,Illiterate,No,1,0,1,42,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_062,Bhavnagar,Urban,Female,General,3,Medium,99.4,19.16,Medium,Medium,No,Secondary,Yes,No,No,No,7,Secondary,No,0,1,0,21,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_076,Jamnagar,Tribal,Male,General,1,Low,58.1,5.74,High,Low,Yes,Primary,Yes,No,No,No,4,Primary,No,0,1,1,38,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_044,Rajkot,Urban,Female,ST,2,Very Low,94.9,15.84,Medium,Low,Yes,Primary,Yes,No,No,No,5,Graduate,No,0,1,0,33,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_066,Sabarkantha,Urban,Male,General,2,Low,95.2,27.05,Medium,Medium,Yes,Primary,Yes,Yes,No,No,4,Illiterate,No,0,1,0,7,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_107,Bhavnagar,Urban,Female,OBC,3,Medium,63.4,22.15,Medium,Medium,No,Graduate,Yes,Yes,No,No,7,Primary,Yes,0,1,1,33,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2020,SCH_067,Banaskantha,Rural,Male,OBC,11,Very Low,72.9,18.22,Medium,High,No,Secondary,Yes,Yes,No,No,4,Primary,No,1,1,0,30,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_035,Gandhinagar,Rural,Female,SC,5,Low,57.6,3.91,Medium,Medium,Yes,Secondary,Yes,Yes,No,No,5,Illiterate,Yes,0,0,1,19,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2024,SCH_078,Amreli,Rural,Female,General,10,Medium,86.3,26.12,Medium,Low,Yes,Illiterate,No,Yes,Yes,No,5,Primary,No,1,1,0,53,Medium,NO,Travel Constraint,Provide Transport,Monitor
2020,SCH_018,Ahmedabad,Urban,Male,SC,9,Medium,64.1,7.77,Medium,Medium,Yes,Secondary,Yes,No,No,No,8,Primary,No,1,1,1,48,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_112,Anand,Tribal,Male,SC,11,Medium,44.9,19.79,Medium,Low,No,Secondary,No,No,No,No,5,Graduate,Yes,1,1,1,47,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_049,Ahmedabad,Rural,Male,General,10,Low,80.2,19.06,Medium,Medium,Yes,Secondary,Yes,No,No,No,4,Secondary,Yes,1,1,0,22,Low,NO,Travel Constraint,Provide Transport,Low Priority
2021,SCH_125,Amreli,Rural,Male,OBC,12,Low,64.7,20.11,Medium,Medium,Yes,Secondary,Yes,Yes,No,No,4,Secondary,No,1,1,1,32,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_064,Dahod,Tribal,Male,ST,3,High,46.9,22.9,Medium,High,No,Illiterate,Yes,No,No,No,2,Illiterate,Yes,0,1,1,33,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_042,Bhavnagar,Rural,Male,ST,2,Very Low,63.2,26.45,High,High,No,Secondary,Yes,Yes,Yes,No,7,Illiterate,No,0,1,1,54,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_160,Patan,Rural,Male,SC,8,Medium,53.6,12.68,Low,Medium,No,Graduate,No,Yes,No,No,3,Secondary,No,0,1,1,59,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_061,Patan,Urban,Female,SC,12,Very Low,78.5,22.11,Medium,Medium,No,Primary,Yes,No,No,Yes,6,Secondary,Yes,1,1,0,32,Low,NO,Travel Constraint,Provide Transport,Low Priority
2021,SCH_178,Ahmedabad,Tribal,Male,OBC,6,High,49.8,10.95,Medium,High,Yes,Graduate,No,Yes,No,No,4,Secondary,Yes,0,1,1,31,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2020,SCH_119,Anand,Rural,Male,SC,3,Medium,44.3,12.86,Medium,Low,No,Primary,No,No,No,No,4,Secondary,No,0,1,1,42,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2019,SCH_143,Kutch,Urban,Female,OBC,9,Low,69.6,7.61,High,High,Yes,Primary,Yes,Yes,No,No,3,Primary,No,1,1,1,47,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_137,Sabarkantha,Urban,Female,ST,3,Very Low,42.7,4.04,High,Low,Yes,Illiterate,Yes,No,No,No,4,Primary,Yes,0,0,1,33,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2020,SCH_095,Morbi,Tribal,Male,General,9,High,71.9,11.65,Low,High,No,Primary,No,No,Yes,No,2,Graduate,No,1,1,0,50,Medium,NO,Travel Constraint,Provide Transport,Monitor
2024,SCH_141,Morbi,Tribal,Female,OBC,1,Very Low,93.2,7.87,High,Low,No,Illiterate,Yes,Yes,No,No,5,Secondary,Yes,0,1,0,34,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_099,Junagadh,Rural,Female,OBC,6,Medium,54.6,22.04,Medium,Medium,Yes,Primary,No,Yes,No,No,6,Primary,No,0,1,1,30,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_012,Bharuch,Tribal,Female,ST,8,High,86.9,16.79,High,Medium,No,Illiterate,No,Yes,Yes,No,4,Illiterate,No,0,1,0,46,Medium,NO,Travel Constraint,Provide Transport,Monitor
2025,SCH_010,Junagadh,Urban,Male,OBC,1,High,66.1,8.45,Medium,Low,No,Secondary,Yes,No,No,No,7,Secondary,Yes,0,1,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2021,SCH_039,Anand,Tribal,Male,General,12,Low,96.5,22.41,Low,Medium,No,Illiterate,Yes,Yes,No,No,4,Graduate,No,1,1,0,39,Low,NO,Travel Constraint,Provide Transport,Low Priority
2021,SCH_100,Rajkot,Tribal,Male,OBC,9,Low,79.4,19.92,Medium,High,No,Illiterate,No,Yes,Yes,No,7,Illiterate,Yes,1,1,0,43,Medium,NO,Travel Constraint,Provide Transport,Monitor
2025,SCH_010,Bharuch,Urban,Male,General,1,Medium,85.9,24.75,Medium,Medium,Yes,Graduate,Yes,No,No,No,7,Illiterate,No,0,1,0,17,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_015,Navsari,Rural,Female,OBC,5,Low,55.4,15.11,Medium,Medium,No,Secondary,Yes,Yes,Yes,No,5,Graduate,No,0,1,1,34,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_019,Navsari,Urban,Male,OBC,11,Low,69.9,5.98,Medium,Medium,Yes,Primary,Yes,No,No,No,8,Illiterate,No,1,1,1,42,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_072,Anand,Rural,Male,SC,9,Very Low,49.1,11.81,Medium,Medium,Yes,Secondary,Yes,Yes,No,No,3,Illiterate,No,1,1,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_076,Jamnagar,Urban,Male,ST,6,High,65.0,7.33,Medium,Medium,Yes,Illiterate,Yes,No,No,No,7,Illiterate,No,0,1,1,35,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_158,Morbi,Rural,Male,General,9,Medium,41.9,27.1,Medium,High,Yes,Secondary,No,No,No,No,6,Secondary,No,1,1,1,41,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2019,SCH_157,Surat,Urban,Male,OBC,2,Low,58.8,14.9,Low,Medium,Yes,Illiterate,No,Yes,No,No,4,Illiterate,Yes,0,1,1,28,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2021,SCH_001,Dahod,Tribal,Female,General,8,Low,44.4,0.17,Low,Low,Yes,Illiterate,Yes,Yes,No,No,7,Primary,Yes,0,0,1,45,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_026,Sabarkantha,Tribal,Female,General,1,Very Low,98.1,18.34,Medium,Medium,Yes,Graduate,Yes,No,No,Yes,8,Primary,No,0,1,0,37,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_098,Bhavnagar,Urban,Male,SC,6,Medium,74.0,13.56,Medium,Low,Yes,Illiterate,Yes,No,No,No,6,Secondary,No,0,1,0,7,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_042,Bharuch,Tribal,Male,SC,7,Very Low,91.3,16.26,High,Medium,No,Secondary,Yes,Yes,No,No,4,Graduate,No,0,1,0,22,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_050,Sabarkantha,Urban,Male,SC,8,High,63.0,13.42,Medium,Medium,No,Secondary,Yes,No,No,No,5,Primary,No,0,1,1,28,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2020,SCH_034,Vadodara,Rural,Male,OBC,6,High,59.1,7.54,Low,High,Yes,Graduate,Yes,Yes,No,No,6,Secondary,No,0,1,1,45,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_134,Gandhinagar,Rural,Male,OBC,2,High,53.3,14.71,High,High,Yes,Illiterate,Yes,No,No,No,2,Secondary,No,0,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2023,SCH_042,Amreli,Tribal,Male,OBC,12,Low,96.3,6.92,Low,High,No,Illiterate,No,No,No,No,8,Secondary,Yes,1,1,0,37,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_001,Amreli,Tribal,Female,General,2,Medium,53.4,11.95,Medium,Medium,Yes,Illiterate,No,Yes,No,Yes,4,Primary,No,0,1,1,46,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_106,Anand,Urban,Male,OBC,1,Very Low,93.6,17.95,High,Medium,No,Secondary,Yes,Yes,Yes,No,6,Illiterate,No,0,1,0,38,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_110,Banaskantha,Rural,Male,General,12,Very Low,57.8,0.71,Low,Medium,No,Illiterate,Yes,Yes,No,No,2,Secondary,No,1,0,1,47,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2019,SCH_070,Patan,Rural,Female,ST,10,High,81.4,6.66,High,High,Yes,Secondary,Yes,No,No,No,4,Illiterate,Yes,1,1,0,40,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_033,Kutch,Rural,Male,General,9,Medium,51.6,4.48,High,Low,Yes,Graduate,Yes,Yes,No,No,7,Secondary,No,1,0,1,38,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_153,Surat,Urban,Male,General,2,Very Low,84.0,17.95,Medium,Medium,No,Primary,Yes,Yes,No,No,5,Primary,No,0,1,0,27,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_062,Morbi,Rural,Female,OBC,10,Low,73.2,16.22,Medium,Medium,No,Illiterate,Yes,No,No,No,7,Primary,Yes,1,1,0,38,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_067,Gandhinagar,Rural,Female,OBC,3,Low,78.7,10.14,Low,Low,No,Graduate,Yes,Yes,No,No,3,Primary,No,0,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_165,Navsari,Tribal,Female,OBC,9,Low,62.8,22.2,Low,Medium,Yes,Primary,Yes,Yes,No,No,2,Illiterate,Yes,1,1,1,64,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_019,Banaskantha,Urban,Male,OBC,5,Very Low,66.6,2.87,Medium,Medium,No,Primary,No,No,No,No,2,Secondary,No,0,0,1,30,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_102,Patan,Rural,Male,OBC,12,Very Low,65.1,5.0,Low,Medium,Yes,Illiterate,No,Yes,Yes,No,3,Illiterate,No,1,0,1,54,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2019,SCH_104,Vadodara,Urban,Male,General,7,High,48.5,4.2,High,High,Yes,Illiterate,No,No,No,No,7,Illiterate,No,0,0,1,26,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2024,SCH_035,Sabarkantha,Rural,Female,General,3,Low,67.0,25.42,Low,High,Yes,Graduate,Yes,Yes,No,No,4,Illiterate,Yes,0,1,1,23,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2023,SCH_170,Patan,Urban,Female,ST,1,Medium,75.1,17.27,Medium,Low,Yes,Primary,Yes,No,No,No,5,Graduate,Yes,0,1,0,30,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_026,Anand,Rural,Female,OBC,8,Medium,75.1,7.41,Medium,Medium,No,Primary,Yes,Yes,No,No,3,Primary,No,0,1,0,28,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_035,Amreli,Rural,Female,General,1,Medium,52.2,15.51,Medium,High,Yes,Secondary,Yes,Yes,Yes,No,4,Primary,No,0,1,1,43,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2023,SCH_040,Bhavnagar,Rural,Male,OBC,7,Medium,91.9,25.69,Medium,Medium,Yes,Secondary,No,No,No,No,3,Illiterate,No,0,1,0,18,Low,NO,Travel Constraint,Provide Transport,Low Priority
2021,SCH_163,Navsari,Urban,Male,OBC,8,Medium,74.0,12.15,High,High,No,Graduate,Yes,Yes,No,No,6,Primary,Yes,0,1,0,20,Low,NO,Travel Constraint,Provide Transport,Low Priority
2020,SCH_126,Morbi,Rural,Female,ST,4,Very Low,53.6,4.86,Low,Medium,No,Secondary,Yes,Yes,Yes,No,8,Primary,Yes,0,0,1,56,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_126,Vadodara,Rural,Female,OBC,9,Very Low,57.6,25.5,Low,Medium,Yes,Illiterate,Yes,Yes,No,No,5,Graduate,No,1,1,1,61,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_158,Gandhinagar,Rural,Female,OBC,11,Low,59.7,17.92,Low,High,No,Illiterate,Yes,No,No,No,7,Graduate,No,1,1,1,51,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_038,Kutch,Rural,Female,ST,3,Low,73.6,23.42,High,High,Yes,Primary,Yes,No,Yes,No,8,Graduate,No,0,1,0,44,Medium,NO,Travel Constraint,Provide Transport,Monitor
2022,SCH_010,Amreli,Urban,Female,General,9,Very Low,56.6,21.29,High,Medium,Yes,Secondary,Yes,Yes,No,No,8,Illiterate,No,1,1,1,42,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2019,SCH_096,Surat,Rural,Female,OBC,3,High,81.6,12.33,Medium,Medium,No,Secondary,No,Yes,No,No,6,Illiterate,No,0,1,0,23,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_083,Dahod,Rural,Female,OBC,10,Low,81.8,3.64,Low,Medium,No,Primary,No,Yes,No,No,5,Secondary,Yes,1,0,0,26,Low,NO,Social Factor,Community Engagement,Low Priority
2024,SCH_098,Gandhinagar,Rural,Female,OBC,11,Low,95.8,10.85,Medium,Low,No,Graduate,Yes,Yes,Yes,No,3,Primary,No,1,1,0,49,Medium,NO,Travel Constraint,Provide Transport,Monitor
2019,SCH_036,Junagadh,Rural,Female,OBC,3,Low,43.5,1.81,Low,High,Yes,Illiterate,Yes,No,No,No,6,Graduate,No,0,0,1,36,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_173,Ahmedabad,Rural,Female,SC,10,Medium,51.6,19.98,High,Medium,Yes,Primary,Yes,No,No,No,4,Primary,No,1,1,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_033,Surat,Tribal,Female,SC,11,High,89.0,24.72,Medium,Medium,Yes,Primary,No,Yes,No,No,8,Illiterate,No,1,1,0,37,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_173,Patan,Urban,Male,SC,5,Low,43.3,19.81,Low,High,Yes,Secondary,Yes,No,No,No,2,Illiterate,No,0,1,1,37,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_063,Rajkot,Rural,Female,OBC,4,Very Low,60.7,10.54,High,Low,No,Primary,No,No,No,No,6,Graduate,No,0,1,1,53,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2023,SCH_135,Vadodara,Tribal,Female,SC,4,Low,51.3,25.76,Low,Medium,Yes,Primary,Yes,No,Yes,Yes,3,Illiterate,No,0,1,1,51,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_066,Jamnagar,Rural,Female,General,9,Low,91.0,1.62,Medium,Low,Yes,Secondary,Yes,No,No,No,8,Illiterate,No,1,0,0,28,Low,NO,Social Factor,Community Engagement,Low Priority
2025,SCH_086,Gandhinagar,Rural,Female,OBC,9,Medium,42.2,23.05,High,Medium,Yes,Illiterate,Yes,Yes,No,No,3,Primary,No,1,1,1,42,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_077,Anand,Urban,Male,OBC,1,Low,99.9,6.28,Low,Medium,Yes,Secondary,Yes,Yes,No,Yes,7,Illiterate,Yes,0,1,0,27,Low,NO,Travel Constraint,Provide Transport,Low Priority
2019,SCH_128,Navsari,Rural,Male,SC,9,Very Low,71.1,13.38,Medium,Medium,No,Graduate,Yes,Yes,No,No,4,Secondary,No,1,1,0,46,Medium,NO,Travel Constraint,Provide Transport,Monitor
2021,SCH_025,Anand,Rural,Male,OBC,12,Low,97.9,9.14,Medium,High,No,Illiterate,Yes,No,No,No,4,Illiterate,Yes,1,1,0,35,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_011,Sabarkantha,Urban,Female,OBC,5,Very Low,87.7,22.41,High,Medium,Yes,Illiterate,Yes,No,No,No,5,Illiterate,No,0,1,0,23,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_010,Valsad,Urban,Male,ST,12,Low,72.0,20.81,Medium,Medium,No,Illiterate,Yes,No,No,No,2,Graduate,No,1,1,0,48,Medium,NO,Travel Constraint,Provide Transport,Monitor
2025,SCH_083,Vadodara,Rural,Male,OBC,8,High,55.2,18.53,Low,High,Yes,Primary,Yes,Yes,Yes,No,2,Illiterate,Yes,0,1,1,55,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2023,SCH_043,Banaskantha,Tribal,Female,SC,8,Low,53.4,23.01,Low,Medium,No,Secondary,No,No,Yes,No,6,Secondary,No,0,1,1,53,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2023,SCH_012,Rajkot,Urban,Female,ST,9,Very Low,91.0,26.58,Medium,Medium,No,Illiterate,No,No,No,No,3,Secondary,No,1,1,0,45,Medium,NO,Travel Constraint,Provide Transport,Monitor
2020,SCH_027,Vadodara,Tribal,Male,ST,2,Very Low,59.2,3.22,Medium,Medium,No,Primary,No,No,No,No,3,Primary,Yes,0,0,1,46,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_174,Vadodara,Rural,Female,SC,2,Medium,89.9,2.89,High,Medium,No,Illiterate,Yes,Yes,No,No,5,Secondary,No,0,0,0,22,Low,NO,Social Factor,Community Engagement,Low Priority
2022,SCH_152,Banaskantha,Tribal,Female,OBC,1,Low,59.8,18.77,Medium,High,Yes,Illiterate,Yes,No,No,No,7,Illiterate,Yes,0,1,1,40,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2019,SCH_169,Sabarkantha,Rural,Female,ST,11,Low,64.9,22.16,Medium,High,Yes,Graduate,No,Yes,Yes,No,8,Primary,Yes,1,1,1,59,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_023,Anand,Tribal,Female,General,10,Low,49.0,20.02,Medium,Medium,Yes,Graduate,Yes,Yes,No,Yes,7,Illiterate,Yes,1,1,1,49,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2019,SCH_145,Gandhinagar,Rural,Male,SC,1,Medium,74.8,17.68,High,High,No,Primary,Yes,No,Yes,No,5,Illiterate,No,0,1,0,31,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_008,Dahod,Tribal,Male,OBC,1,High,60.5,1.93,Low,Low,No,Graduate,Yes,Yes,No,No,2,Illiterate,No,0,0,1,38,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2024,SCH_105,Gandhinagar,Urban,Male,SC,3,Very Low,80.0,1.92,Medium,Medium,Yes,Illiterate,No,No,No,No,3,Secondary,No,0,0,0,24,Low,NO,Economic Pressure,Provide Scholarship,Low Priority
2019,SCH_034,Vadodara,Rural,Male,ST,10,Very Low,56.5,8.39,Medium,Medium,Yes,Primary,Yes,Yes,Yes,No,4,Illiterate,Yes,1,1,1,52,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_038,Banaskantha,Urban,Male,General,3,Very Low,49.0,15.72,Low,High,Yes,Illiterate,No,Yes,No,Yes,5,Secondary,No,0,1,1,32,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2020,SCH_071,Navsari,Tribal,Male,General,2,Low,43.2,0.42,Medium,Low,No,Primary,Yes,Yes,No,No,5,Secondary,No,0,0,1,44,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2024,SCH_008,Bhavnagar,Tribal,Male,SC,9,Very Low,83.0,21.33,Medium,Medium,Yes,Secondary,Yes,No,No,No,6,Illiterate,No,1,1,0,25,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_066,Mehsana,Rural,Male,General,12,Very Low,56.1,3.43,Low,Medium,No,Secondary,Yes,No,No,No,8,Primary,No,1,0,1,50,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_111,Dahod,Urban,Male,ST,12,Low,67.2,27.29,Low,Low,No,Illiterate,Yes,Yes,No,No,2,Graduate,Yes,1,1,1,45,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2025,SCH_074,Bhavnagar,Tribal,Male,SC,5,Very Low,56.2,19.87,Low,Low,Yes,Secondary,Yes,No,No,No,3,Illiterate,Yes,0,1,1,56,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2022,SCH_018,Mehsana,Rural,Male,ST,2,Medium,99.1,20.24,Medium,Low,Yes,Illiterate,Yes,No,No,No,6,Primary,No,0,1,0,17,Low,NO,Travel Constraint,Provide Transport,Low Priority
2022,SCH_118,Morbi,Rural,Female,General,12,Low,85.2,15.86,Medium,Medium,Yes,Primary,Yes,No,Yes,Yes,4,Illiterate,Yes,1,1,0,42,Medium,NO,Travel Constraint,Provide Transport,Monitor
2022,SCH_010,Anand,Urban,Female,General,6,Very Low,69.6,13.9,High,Medium,Yes,Secondary,Yes,Yes,No,No,3,Secondary,Yes,0,1,1,27,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2025,SCH_135,Morbi,Rural,Male,SC,9,Low,61.3,9.76,Low,Medium,No,Graduate,No,Yes,No,No,5,Primary,No,1,1,1,54,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2025,SCH_077,Bharuch,Rural,Female,OBC,2,Low,67.4,21.11,Medium,Medium,Yes,Secondary,No,No,No,No,6,Illiterate,No,0,1,1,34,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2022,SCH_078,Amreli,Urban,Female,OBC,9,Very Low,85.2,3.77,High,Medium,Yes,Graduate,Yes,No,Yes,No,2,Primary,Yes,1,0,0,26,Low,NO,Economic Pressure,Provide Scholarship,Low Priority
2019,SCH_050,Jamnagar,Tribal,Male,General,7,Low,94.0,8.53,High,Low,Yes,Illiterate,Yes,Yes,Yes,Yes,3,Illiterate,Yes,0,1,0,42,Medium,NO,Travel Constraint,Provide Transport,Monitor
2023,SCH_053,Sabarkantha,Urban,Female,OBC,12,Medium,62.3,16.42,High,Low,Yes,Illiterate,No,No,No,No,8,Graduate,No,1,1,1,49,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2020,SCH_118,Ahmedabad,Rural,Male,General,1,Very Low,75.7,18.99,High,Low,Yes,Primary,No,Yes,No,No,5,Illiterate,Yes,0,1,0,25,Low,NO,Travel Constraint,Provide Transport,Low Priority
2025,SCH_116,Ahmedabad,Urban,Male,OBC,11,Low,67.7,26.08,High,Low,Yes,Secondary,Yes,Yes,No,No,6,Secondary,No,1,1,1,39,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2024,SCH_138,Dahod,Urban,Female,OBC,6,Very Low,88.4,23.05,Low,Medium,Yes,Illiterate,Yes,Yes,No,No,8,Primary,Yes,0,1,0,34,Low,NO,Travel Constraint,Provide Transport,Low Priority
2023,SCH_032,Patan,Rural,Female,OBC,9,Low,53.9,26.61,Medium,Medium,Yes,Illiterate,Yes,Yes,Yes,No,3,Illiterate,No,1,1,1,49,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2025,SCH_073,Amreli,Rural,Female,ST,7,Low,69.0,22.68,Low,Low,No,Illiterate,Yes,No,No,Yes,2,Illiterate,Yes,0,1,1,53,Medium,NO,Academic Disengagement,Counselling Support,Monitor
2021,SCH_045,Junagadh,Tribal,Male,General,3,Medium,51.6,26.54,High,Medium,Yes,Graduate,Yes,Yes,Yes,No,6,Secondary,No,0,1,1,36,Low,NO,Academic Disengagement,Counselling Support,Low Priority
2020,SCH_101,Patan,Tribal,Female,ST,1,Very Low,84.2,23.51,Medium,Low,No,Primary,No,Yes,Yes,No,8,Secondary,No,0,1,0,34,Low,NO,Travel Constraint,Provide Transport,Low Priority
2024,SCH_055,Bharuch,Rural,Female,OBC,4,Medium,98.7,6.72,Medium,Medium,No,Illiterate,Yes,Yes,No,Yes,5,Secondary,Yes,0,1,0,31,Low,NO,Travel Constraint,Provide Transport,Low Priority
